Wall time,Step,Value
1694333012.5357723,18088,2.6621923446655273
1694333014.015571,18109,2.6526803970336914
1694333014.8558016,18121,2.6472675800323486
1694333015.415908,18129,2.6436681747436523
1694333015.6969326,18133,2.641871452331543
1694333015.9773788,18137,2.640073537826538
1694333021.0047803,18207,2.6089181900024414
1694333026.0824587,18276,2.578702211380005
1694333030.8377602,18332,2.5545461177825928
1694333031.7463949,18345,2.5489819049835205
1694333035.9765913,18405,2.523536205291748
1694333036.8953183,18417,2.51849365234375
1694333037.8285525,18429,2.513458013534546
1694333038.947314,18444,2.5071911811828613
1694333040.9872603,18468,2.4972081184387207
1694333042.0604782,18481,2.491828680038452
1694333042.758418,18490,2.4881131649017334
1694333045.26133,18522,2.474963426589966
1694333049.553253,18586,2.4489805698394775
1694333051.5176778,18616,2.4369406700134277
1694333051.8461118,18621,2.434943914413452
1694333052.6940162,18634,2.4297635555267334
1694333053.4116766,18645,2.4253878593444824
1694333061.8178742,18758,2.381160020828247
1694333061.9147463,18759,2.3807733058929443
1694333062.3099873,18765,2.378460645675659
1694333062.5073895,18768,2.377305030822754
1694333063.3536499,18780,2.372695207595825
1694333064.336323,18795,2.366950035095215
1694333071.3125992,18898,2.328092336654663
1694333071.7203245,18904,2.3258609771728516
1694333077.5476854,18991,2.2938859462738037
1694333080.5671885,19036,2.27763032913208
1694333080.7655194,19039,2.276552677154541
1694333084.829991,19099,2.2551932334899902
1694333085.491488,19109,2.25166654586792
1694333085.7536654,19113,2.2502591609954834
1694333085.8210688,19114,2.249907970428467
1694333092.2893543,19209,2.216914653778076
1694333092.424615,19211,2.2162296772003174
1694333097.0600414,19278,2.1934778690338135
1694333099.8256633,19319,2.179762363433838
1694333103.1627564,19369,2.1632425785064697
1694333103.689275,19377,2.1606225967407227
1694333104.6914332,19392,2.155717611312866
1694333105.626989,19406,2.1511662006378174
1694333106.5555308,19420,2.1466267108917236
1694333110.1817825,19474,2.1292917728424072
1694333111.7898192,19498,2.121670961380005
1694333111.9917212,19501,2.1207244396209717
1694333115.000043,19546,2.10658860206604
1694333119.7802012,19617,2.0846550464630127
1694333120.8453584,19633,2.079772710800171
1694333122.2544715,19654,2.0734024047851562
1694333122.7216387,19661,2.071286916732788
1694333129.5997343,19763,2.040950059890747
1694333129.7486827,19765,2.040365219116211
1694333134.8898587,19841,2.018362522125244
1694333136.229687,19861,2.012657403945923
1694333138.486765,19895,2.0030317306518555
1694333139.5448685,19911,1.9985371828079224
1694333140.2726753,19922,1.995460033416748
1694333144.1997685,19981,1.9791290760040283
1694333144.2653334,19982,1.9788540601730347
1694333144.532424,19986,1.9777591228485107
1694333145.3992183,19999,1.9742050170898438
1694333146.403864,20014,1.9701231718063354
1694333150.5812926,20075,1.9537137746810913
1694333154.5319827,20134,1.9381346702575684
1694333166.653693,20311,1.8930972814559937
1694333168.0667524,20332,1.8879210948944092
1694333170.0898697,20362,1.880583643913269
1694333172.29744,20394,1.872833013534546
1694333172.898487,20403,1.8706681728363037
1694333174.1596923,20422,1.8661187887191772
1694333175.3488295,20440,1.8618333339691162
1694333178.8400261,20493,1.8493603467941284
1694333180.164351,20513,1.8447093963623047
1694333181.6099617,20535,1.8396276235580444
1694333183.1341777,20558,1.8343521356582642
1694333184.2538426,20575,1.8304791450500488
1694333184.4528873,20578,1.829798936843872
1694333184.6498747,20581,1.8291164636611938
1694333187.0910883,20618,1.8207777738571167
1694333188.9283383,20646,1.8145323991775513
